41	N-terminal propeptide of type 1 procollagen	255	Osteoporosis	Adult: >=18 yrs old	Female	Serum	>48.18 ng/mL	ng/mL	NULL	Botella, S., Restituto, P., Monreal, I., Colina, I., Calleja, A. & Varo, N. Traditional and novel bone remodeling markers in premenopausal and postmenopausal women. J Clin Endocrinol Metab 98, E1740-E1748 (2013).	24001743
41	N-terminal propeptide of type 1 procollagen	1	Normal	Adult: >=18 yrs old	Female	Serum	52.6 (50.7-54.5) ng/mL	ng/mL	NULL	Botella, S., Restituto, P., Monreal, I., Colina, I., Calleja, A. & Varo, N. Traditional and novel bone remodeling markers in premenopausal and postmenopausal women. J Clin Endocrinol Metab 98, E1740-E1748 (2013).	24001743
43	N-terminal telopeptide	255	Osteoporosis	Adult: >=18 yrs old	Male	urine	>83 nmol BCE/mmol creatine	nmol BCE/mmol creatine	Indicates increased progression to osteoporosis when other causes of elevated N-telopeptides have been ruled out.	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	1	Normal	Adult: >=18 yrs old	Male	urine	52 (21-83) nmol BCE/mmol creatine	nmol BCE/mmol creatine	Indicates increased progression to osteoporosis when other causes of elevated N-telopeptides have been ruled out.	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	255	Osteoporosis	Adult: >=18 yrs old	Female	urine	>94 nmol BCE/mmol creatine	nmol BCE/mmol creatine	This is specifically for women before menopause.	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	1	Normal	Adult: >=18 yrs old	Female	urine	55.5 (17-94) nmol BCE/mmol creatine	nmol BCE/mmol creatine	This is specifically for women before menopause.	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	255	Osteoporosis	Adult: >=18 yrs old	Female	urine	>124 nmol BCE/mmol creatine	nmol BCE/mmol creatine	This is specifically for women before menopause.	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	1	Normal	Adult: >=18 yrs old	Female	urine	75 (26-124) nmol BCE/mmol creatine	nmol BCE/mmol creatine	This is specifically for women in postmenopause.	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	6450	Osteomalacia	Adult: >=18 yrs old	Male	urine	>124.5 nmol BCE/mmol creatine	nmol BCE/mmol creatine	NULL	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	1	Normal	Adult: >=18 yrs old	Male	urine	52 (21-83) nmol BCE/mmol creatine	nmol BCE/mmol creatine	NULL	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	6450	Osteomalacia	Adult: >=18 yrs old	Female	urine	>141 nmol BCE/mmol creatine	nmol BCE/mmol creatine	This is specifically for women before menopause.	Mayo clinic: NTX-telopeptide Urine	NULL
43	N-terminal telopeptide	6450	Osteomalacia	Adult: >=18 yrs old	Female	urine	>186 nmol BCE/mmol creatine	nmol BCE/mmol creatine	This is specifically for women before menopause.	Mayo clinic: NTX-telopeptide Urine	NULL
44	Anticardiolipin antibody	6214	Thrombosis	Adult: >=18 yrs old	Both	Serum	>12 RU/mL	RU/mL	Detection of Anticariolipin antibody above 12 RU/mL is a good predictive factor for the development of thrombosis in systemic lupus erythematosus patients	Deng, X. & Liu, X. Reevaluation of predictive value of ACL and anti-beta2GP1 antibody for thrombosis in patients with systemic lupus erythematosus: from a perspective of a practical world. Rheumatol Int 32, 3881-3886 (2012).	22193216
44	Anticardiolipin antibody	1	Normal	Adult: >=18 yrs old	Both	Serum	<12 RU/mL	RU/mL	NULL	Deng, X. & Liu, X. Reevaluation of predictive value of ACL and anti-beta2GP1 antibody for thrombosis in patients with systemic lupus erythematosus: from a perspective of a practical world. Rheumatol Int 32, 3881-3886 (2012).	22193216
45	Anti-beta2 glycoprotein1	6214	Thrombosis	Adult: >=18 yrs old	Both	Serum	>20 RU/mL	RU/mL	Detection of Anti-beta2 glycoprotein1 above 20 RU/mL is a good predictive factor for the development of thrombosis in systemic lupus erythematosus patients	Deng, X. & Liu, X. Reevaluation of predictive value of ACL and anti-beta2GP1 antibody for thrombosis in patients with systemic lupus erythematosus: from a perspective of a practical world. Rheumatol Int 32, 3881-3886 (2012).	22193216
45	Anti-beta2 glycoprotein1	1	Normal	Adult: >=18 yrs old	Both	Serum	<20 RU/mL	RU/mL	NULL	Deng, X. & Liu, X. Reevaluation of predictive value of ACL and anti-beta2GP1 antibody for thrombosis in patients with systemic lupus erythematosus: from a perspective of a practical world. Rheumatol Int 32, 3881-3886 (2012).	22193216
46	Muellerian-inhibiting factor	269	Polycystic Ovary Syndrome	Adult: >=18 yrs old	Female	Serum	>3.8 ng/mL	ng/mL	NULL	Sahmay, S., Aydin, Y., Oncul, M. & Senturk, L. M. Diagnosis of Polycystic Ovary Syndrome: AMH in combination with clinical symptoms. J Assist Reprod Genet 31, 213-220 (2014).	24343036
46	Muellerian-inhibiting factor	1	Normal	Adult: >=18 yrs old	Female	Serum	2.6 (0.3-4.9) ng/mL	ng/mL		Sahmay, S., Aydin, Y., Oncul, M. & Senturk, L. M. Diagnosis of Polycystic Ovary Syndrome: AMH in combination with clinical symptoms. J Assist Reprod Genet 31, 213-220 (2014).	24343036
46	Muellerian-inhibiting factor	6518	Controlled Ovarian Stimulation	Adult: >=18 yrs old	Female	serum	<1.08 ng/mL	ng/mL	Values <1.08 ng/mL have been shown to be a good predictor of poor response to COS treatment (<=3 oocytes retrieved).	NULL	31181872
46	Muellerian-inhibiting factor	1	Normal	Adult: >=18 yrs old	Female	serum	2.6 (0.3-4.9) ng/mL	ng/mL	NULL	Sahmay, S., Aydin, Y., Oncul, M. & Senturk, L. M. Diagnosis of Polycystic Ovary Syndrome: AMH in combination with clinical symptoms. J Assist Reprod Genet 31, 213-220 (2014).	24343036
47	Proinsulin C-peptide	116	Diabetes Mellitus Type 1	Adult: >=18 yrs old	Both	blood	<0.5 ng/mL	ng/mL	Proinsulin C-peptide can help distinguish between Type 1 and Type 2 diabetes. In Type 1 diabetes, proinsulin C-peptide is low, in Type 2, it is normal or high	Healthlink BC: C-peptide	NULL
47	Proinsulin C-peptide	1	Normal	Adult: >=18 yrs old	Both	blood	1.25 (0.5-2) ng/mL	ng/mL	Proinsulin C-peptide can help distinguish between Type 1 and Type 2 diabetes. In Type 1 diabetes, proinsulin C-peptide is low, in Type 2, it is normal or high	University of Rochester Medical Center: C-Peptide (Blood)	NULL
47	Proinsulin C-peptide	115	Diabetes Mellitus Type 2	Adult: >=18 yrs old	Both	Serum	>3.75 ng/mL	ng/mL	NULL	Ramos-Levi, A. M., Matia, P., Cabrerizo, L., Barabash, A., Torrejon, M. J., Sanchez-Pernaute, A., Torres, A. J. & Rubio, M. A. C-peptide levels predict type 2 diabetes remission after bariatric surgery. Nutr Hosp 28, 1599-1603 (2013).	24160222
48	Perineuclear Antineutrophil Cytoplasmic Antibodies	6247	Ulcerative Colitis	Adult: >=18 yrs old	Both	Serum	Positive		NULL	Reese, G. E., Constantinides, V. A., Simillis, C., Darzi, A. W., Orchard, T. R., Fazio, V. W. & Tekkis, P. P. Diagnostic precision of anti-Saccharomyces cerevisiae antibodies and perinuclear antineutrophil cytoplasmic antibodies in inflammatory bowel disease. Am J Gastroenterol 101, 2410-2422 (2006).	16952282
48	Perineuclear Antineutrophil Cytoplasmic Antibodies	1	Normal	Adult: >=18 yrs old	Both	Serum	Negative 	NULL	NULL	Reese, G. E., Constantinides, V. A., Simillis, C., Darzi, A. W., Orchard, T. R., Fazio, V. W. & Tekkis, P. P. Diagnostic precision of anti-Saccharomyces cerevisiae antibodies and perinuclear antineutrophil cytoplasmic antibodies in inflammatory bowel disease. Am J Gastroenterol 101, 2410-2422 (2006).	16952282
50	Anti-Dengue virus antibody	109	Dengue Fever	Adult: >=18 yrs old	Both	Serum	3		Values are reported as indexes calculated as per the instruction provided with the Focus Diagnostics anti-DENV IgG ELISA EL1500G kit.	Marrero-Santos, K. M., Beltran, M., Carrion-Lebron, J., Sanchez-Vegas, C., Hamer, D. H., Barnett, E. D., Santiago, L. M. & Hunsperger, E. A. Optimization of the cutoff value for a commercial anti-dengue virus IgG immunoassay. Clin Vaccine Immunol 20, 358-362 (2013).	23302742
50	Anti-Dengue virus antibody	1	Normal	Adult: >=18 yrs old	Both	Serum	<3 	NULL	Values less than three are considered negative for Dengue Fever.	Marrero-Santos, K. M., Beltran, M., Carrion-Lebron, J., Sanchez-Vegas, C., Hamer, D. H., Barnett, E. D., Santiago, L. M. & Hunsperger, E. A. Optimization of the cutoff value for a commercial anti-dengue virus IgG immunoassay. Clin Vaccine Immunol 20, 358-362 (2013).	23302742
51	Vascular Endothelial Growth Factor	444	Breast Cancer	Adult: >=18 yrs old	Female	Serum	>191.75 pg/mL	pg/mL	NULL	Lawicki, S., Bedkowska, G. E. & Szmitkowski, M. VEGF, M-CSF and CA 15-3 as a new tumor marker panel in breast malignancies: a multivariate analysis with ROC curve. Growth Factors 31, 98-105 (2013).	23688065
51	Vascular Endothelial Growth Factor	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>0.64 ng/mg	ng/mg creatine	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
51	Vascular Endothelial Growth Factor	1	Normal	Adult: >=18 yrs old	Female	Serum	<=96.2 pg/mL	pg/mL	NULL	Mayo clinic: VEGF	NULL
51	Vascular Endothelial Growth Factor	1	Normal	Adult: >=18 yrs old	Female	Serum	<0.64 ng/mg creatine	ng/mg creatine	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
52	Macrophage colony-stimulating factor 1	444	Breast Cancer	Adult: >=18 yrs old	Female	Serum	>474.245 pg/mL	pg/mL	NULL	Lawicki, S., Bedkowska, G. E. & Szmitkowski, M. VEGF, M-CSF and CA 15-3 as a new tumor marker panel in breast malignancies: a multivariate analysis with ROC curve. Growth Factors 31, 98-105 (2013).	23688065
52	Macrophage colony-stimulating factor 1	1	Normal	Adult: >=18 yrs old	Female	Serum	298.55 (162.15-696) pg/mL	pg/mL	NULL	Lawicki, S., Bedkowska, G. E. & Szmitkowski, M. VEGF, M-CSF and CA 15-3 as a new tumor marker panel in breast malignancies: a multivariate analysis with ROC curve. Growth Factors 31, 98-105 (2013).	23688065
53	Amylase	6229	Acute Pancreatitis	Adult: >=18 yrs old	Both	Serum	>208 U/L	U/L	NULL	Treacy, J., Williams, A., Bais, R., Willson, K., Worthley, C., Reece, J., Bessell, J. & Thomas, D. Evaluation of amylase and lipase in the diagnosis of acute pancreatitis. ANZ J Surg 71, 577-582 (2001).	11552931
53	Amylase	1	Normal	Adult: >=18 yrs old	Both	blood	70 (30-110) U/L	U/L	NULL	University of Rochester Medical Center: Amylase (Blood)	NULL
54	Lipoprotein lipase	6229	Acute Pancreatitis	Adult: >=18 yrs old	Both	Serum	>176 U/L	U/L	NULL	Treacy, J., Williams, A., Bais, R., Willson, K., Worthley, C., Reece, J., Bessell, J. & Thomas, D. Evaluation of amylase and lipase in the diagnosis of acute pancreatitis. ANZ J Surg 71, 577-582 (2001).	11552931
54	Lipoprotein lipase	1	Normal	Adult: >=18 yrs old	Both	Serum	<176 U/L	U/L	NULL	Treacy, J., Williams, A., Bais, R., Willson, K., Worthley, C., Reece, J., Bessell, J. & Thomas, D. Evaluation of amylase and lipase in the diagnosis of acute pancreatitis. ANZ J Surg 71, 577-582 (2001).	11552931
55	Antineutrophil cytoplasmic antibodies against proteinase 3	6247	Ulcerative Colitis	Adult: >=18 yrs old	Both	Serum	>20 CU	CU	NULL	Mahler, M., Bogdanos, D. P., Pavlidis, P., Fritzler, M. J., Csernok, E., Damoiseaux, J., Bentow, C., Shums, Z., Forbes, A. & Norman, G. L. PR3-ANCA: a promising biomarker for ulcerative colitis with extensive disease. Clin Chim Acta 424, 267-273 (2013).	23806819
55	Antineutrophil cytoplasmic antibodies against proteinase 3	1	Normal	Adult: >=18 yrs old	Both	Serum	<20 CU	CU	NULL	Mahler, M., Bogdanos, D. P., Pavlidis, P., Fritzler, M. J., Csernok, E., Damoiseaux, J., Bentow, C., Shums, Z., Forbes, A. & Norman, G. L. PR3-ANCA: a promising biomarker for ulcerative colitis with extensive disease. Clin Chim Acta 424, 267-273 (2013).	23806819
57	Calprotectin	5883	Inflammatory Bowel Disease	Adult: >=18 yrs old	Both	Fecal	>50 ug/g	ug/g	This is specifically for those between the age of 16 and 50 yrs old	Kennedy, N. A., Clark, A., Walkden, A., Chang, J. C., Fasci-Spurio, F., Muscat, M., Gordon, B. W., Kingstone, K., Satsangi, J., Arnott, I. D. & Lees, C. W. Clinical utility and diagnostic accuracy of faecal calprotectin for IBD at first presentation to gastroenterology services in adults aged 16-50 years. J Crohns Colitis 9, 41-49 (2015).	25135754
57	Calprotectin	1	Normal	Adult: >=18 yrs old	Both	Fecal	<50 ug/g	ug/g	This is specifically for those between the age of 16 and 50 yrs old	Kennedy, N. A., Clark, A., Walkden, A., Chang, J. C., Fasci-Spurio, F., Muscat, M., Gordon, B. W., Kingstone, K., Satsangi, J., Arnott, I. D. & Lees, C. W. Clinical utility and diagnostic accuracy of faecal calprotectin for IBD at first presentation to gastroenterology services in adults aged 16-50 years. J Crohns Colitis 9, 41-49 (2015).	25135754
58	Human Epididymis protein 4	6248	Type 1 Epithilial Ovarian Cancer	Adult: >=18 yrs old	Female	Serum	>93 pM	pM	NULL	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).	23891789
58	Human Epididymis protein 4	6249	Type 2 Epithilial Ovarian Cancer	Adult: >=18 yrs old	Female	Serum	>354 pM	pM	NULL	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).	23891789
58	Human Epididymis protein 4	1	Normal	Adult: >=18 yrs old	Female	Serum	<93 pM	pM	NULL	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).	23891789
58	Human Epididymis protein 4	1	Normal	Adult: >=18 yrs old	Female	Serum	<354 pM	pM	NULL	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).	23891789
59	Carbohydrate Antigen 125	6248	Type 1 Epithilial Ovarian Cancer	Adult: >=18 yrs old	Female	Serum	>53 U/mL	U/mL	NULL	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).	23891789
59	Carbohydrate Antigen 125	6249	Type 2 Epithilial Ovarian Cancer	Adult: >=18 yrs old	Female	Serum	>395 U/mL	U/mL	NULL	Kristjansdottir, B., Levan, K., Partheen, K. & Sundfeldt, K. Diagnostic performance of the biomarkers HE4 and CA125 in type I and type II epithelial ovarian cancer. Gynecol Oncol 131, 52-58 (2013).	23891789
59	Carbohydrate Antigen 125	444	Breast Cancer	Adult: >=18 yrs old	Female	blood	> 11 U/mL U/mL	U/mL	NULL	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.	NULL
59	Carbohydrate Antigen 125	1	Normal	Adult: >=18 yrs old	Female	blood	< 11 U/mL U/mL	U/mL	NULL	Chernecky, Cynthia C, and Barbara J Berger. Laboratory Tests and Diagnostic Procedures. 6th ed. St. Louis, Mo.: Elsevier/Saunders, 2013.	NULL
60	Chromogranin-A	61	Bone Metastases	Adult: >=18 yrs old	Both	Serum	>19 U/L	U/L	NULL	Modlin, I. M., Aslanian, H., Bodei, L., Drozdov, I. & Kidd, M. A PCR blood test outperforms chromogranin A in carcinoid detection and is unaffected by proton pump inhibitors. Endocr Connect 3, 215-223 (2014).	25316294
60	Chromogranin-A	6281	Enterochromaffin Like Cell Hyperplasia	Adult: >=18 yrs old	Both	serum	>89.1 ng/mL	ng/mL	NULL	Nicolaou, A., Thomas, D., Alexandraki, K. I., Sougioultzis, S., Tsolakis, A. V. & Kaltsas, G. Predictive value of gastrin levels for the diagnosis of gastric enterochromaffin-like cell hyperplasia in patients with Hashimoto's thyroiditis. Neuroendocrinology 99, 118-122 (2014).	24776735
60	Chromogranin-A	1	Normal	Adult: >=18 yrs old	Both	Serum	<19 U/L	U/L	NULL	Modlin, I. M., Aslanian, H., Bodei, L., Drozdov, I. & Kidd, M. A PCR blood test outperforms chromogranin A in carcinoid detection and is unaffected by proton pump inhibitors. Endocr Connect 3, 215-223 (2014).	25316294
60	Chromogranin-A	1	Normal	Adult: >=18 yrs old	Both	Serum	58.75 (19.4-98.1) ng/mL	ng/mL	NULL	Nicolaou, A., Thomas, D., Alexandraki, K. I., Sougioultzis, S., Tsolakis, A. V. & Kaltsas, G. Predictive value of gastrin levels for the diagnosis of gastric enterochromaffin-like cell hyperplasia in patients with Hashimoto's thyroiditis. Neuroendocrinology 99, 118-122 (2014).	24776735
61	Epstein-Barr virus capsid antigen antibody	6578	Infectious mononucleosis	Children: 1-13 yrs old	Both	Serum	>40.5 U/mL	U/mL	NULL	Feng, Z., Li, Z., Sui, B., Xu, G. & Xia, T. Serological diagnosis of infectious mononucleosis by chemiluminescent immunoassay using capsid antigen p18 of Epstein-Barr virus. Clin Chim Acta 354, 77-82 (2005).	15748602
61	Epstein-Barr virus capsid antigen antibody	1	Normal	Children: 1-13 yrs old	Both	Serum	<40.5 U/mL	U/mL	NULL	Feng, Z., Li, Z., Sui, B., Xu, G. & Xia, T. Serological diagnosis of infectious mononucleosis by chemiluminescent immunoassay using capsid antigen p18 of Epstein-Barr virus. Clin Chim Acta 354, 77-82 (2005).	15748602
62	Ceruloplasmin	333	Wilson's Disease	Adult: >=18 yrs old	Both	Serum	<0.19 g/L	g/L	NULL	Merle, U., Eisenbach, C., Weiss, K. H., Tuma, S. & Stremmel, W. Serum ceruloplasmin oxidase activity is a sensitive and highly specific diagnostic marker for Wilson's disease. J Hepatol 51, 925-930 (2009).	19720421
62	Ceruloplasmin	1	Normal	Adult: >=18 yrs old	Both	Serum	27.5 (20-35) mg/dL	mg/dL	NULL	University of Rochester Medical Center: Ceruloplasmin blood	NULL
63	Anti-gliadin antibody IgA	73	Celiac Disease	Adult: >=18 yrs old	Both	blood	>30 U	U	NULL	Mayo clinic: Gliadin (Deamidated) Antibody	NULL
63	Anti-gliadin antibody IgA	1	Normal	Adult: >=18 yrs old	Both	blood	<20 U	U	NULL	Mayo clinic: Gliadin (Deamidated) Antibody	NULL
67	P-Selectin	6229	Acute Pancreatitis	Adult: >=18 yrs old	Both	Serum	>80 ng/mL	ng/mL	NULL	Fei, Y., Zong, G. Q., Chen, J. & Liu, R. M. Evaluation of the Value of d-Dimer, P-Selectin, and Platelet Count for Prediction of Portal Vein Thrombosis After Devascularization. Clin Appl Thromb Hemost ,  (2015).	25633343
67	P-Selectin	1	Normal	Adult: >=18 yrs old	Both	Serum	<80 ng/mL	ng/mL	NULL	Fei, Y., Zong, G. Q., Chen, J. & Liu, R. M. Evaluation of the Value of d-Dimer, P-Selectin, and Platelet Count for Prediction of Portal Vein Thrombosis After Devascularization. Clin Appl Thromb Hemost ,  (2015).	25633343
68	Sex hormone-binding globulin	269	Polycystic Ovary Syndrome	Adult: >=18 yrs old	Female	blood	<18 nmol/L	nmol/L	NULL	Healthline: Low SHBG level	NULL
68	Sex hormone-binding globulin	1	Normal	Adult: >=18 yrs old	Female	blood	81 nmol/L	nmol/L	NULL	Healthline: Low SHBG level	NULL
69	Des-gamma-carboxy prothrombin	168	Hepatocellular Carcinoma	Adult: >=18 yrs old	Both	Serum	>86 mAU/mL	mAU/mL	NULL	Song, P., Feng, X., Inagaki, Y., Song, T., Zhang, K., Wang, Z., Zheng, S., Ma, K., Li, Q., Kong, D., Wu, Q., Zhang, T., Zhao, X., Hasegawa, K., Sugawara, Y., Kokudo, N. & Tang, W. Clinical utility of simultaneous measurement of alpha-fetoprotein and des-gamma-carboxy prothrombin for diagnosis of patients with hepatocellular carcinoma in China: A multi-center case-controlled study of 1,153 subjects. Biosci Trends 8, 266-273 (2014).	25382443
69	Des-gamma-carboxy prothrombin	1	Normal	Adult: >=18 yrs old	Both	Serum	29.91 (<10-104.97) mAU/mL	mAU/mL	NULL	Song, P., Feng, X., Inagaki, Y., Song, T., Zhang, K., Wang, Z., Zheng, S., Ma, K., Li, Q., Kong, D., Wu, Q., Zhang, T., Zhao, X., Hasegawa, K., Sugawara, Y., Kokudo, N. & Tang, W. Clinical utility of simultaneous measurement of alpha-fetoprotein and des-gamma-carboxy prothrombin for diagnosis of patients with hepatocellular carcinoma in China: A multi-center case-controlled study of 1,153 subjects. Biosci Trends 8, 266-273 (2014).	25382443
70	Hepatitis A virus cellular receptor 1	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>1.73 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
70	Hepatitis A virus cellular receptor 1	1	Normal	Adult: >=18 yrs old	Both	Urine	<1.73 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
71	Neutrophil Gelatinase associated lipocalin	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>82.7 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
71	Neutrophil Gelatinase associated lipocalin	1	Normal	Adult: >=18 yrs old	Both	Urine	<82.7 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
72	interleukin-18	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>2.74 pg/mg	pg/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
72	interleukin-18	1	Normal	Adult: >=18 yrs old	Both	Urine	<2.74 pg/mg	pg/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
73	Hepatocyte growth factor	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>0.37 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
73	Hepatocyte growth factor	1	Normal	Adult: >=18 yrs old	Both	Urine	<0.37 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
74	Cystatin-C	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>0.12 ug/mg	ug/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
74	Cystatin-C	1	Normal	Adult: >=18 yrs old	Both	Urine	<0.12 ug/mg	ug/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
75	N-acetyl-beta-D-glucosaminidase	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>0.015 u/mg	u/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
75	N-acetyl-beta-D-glucosaminidase	1	Normal	Adult: >=18 yrs old	Both	Urine	<0.015 U/mg	U/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
76	Chemokine interferon inducible protein 10	6256	Acute Kidney Injury	Adult: >=18 yrs old	Both	Urine	>0.62 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
76	Chemokine interferon inducible protein 10	1	Normal	Adult: >=18 yrs old	Both	Urine	<0.62 ng/mg	ng/mg	NULL	Vaidya, V. S., Waikar, S. S., Ferguson, M. A., Collings, F. B., Sunderland, K., Gioules, C., Bradwin, G., Matsouaka, R., Betensky, R. A., Curhan, G. C. & Bonventre, J. V. Urinary biomarkers for sensitive and specific detection of acute kidney injury in humans. Clin Transl Sci 1, 200-208 (2008).	19212447
